Round 1
Pick,Team,Player,Elig,Elapsed Time,Total Fpts,Active Fpts,
8,K9-LB,Laviska Shenault Jr. WR | BUF,,26 sec,88.5,8.4
9,Roswell Aliens,Deebo Samuel WR | SF ,,45 sec,303.8,180.0
10,Dewstruction,Brandin Cooks WR | BUF,,8 sec,182.7,124.9
11,Shmickle the Pickle,Sony Michel RB | ,,49 sec,133.0,45.3
12,Santa Fe Southsiders,James White RB | ,,5 sec,25.2,0.0
Round 11
Pick,Team,Player,Elig,Elapsed Time,Total Fpts,Active Fpts,
1,Santa Fe Southsiders,Joe Burrow QB | CIN ,,7 sec,415.6,303.3
2,Shmickle the Pickle,Devin Singletary RB | NYG ,,1 min 12 sec,189.8,0.0
3,Dewstruction,Zach Ertz TE | WAS,,36 sec,131.8,41.8
4,Roswell Aliens,Matthew Stafford QB | LAR,,14 sec,417.3,57.9
5,K9-LB,Kirk Cousins QB | LV ,,1 min 2 sec,320.4,149.5
6,Espanola chile,Colts DST | IND ,,35 sec,103.0,96.0
7,SaQUADs Barkley,Trey Lance QB | LAC ,,16 sec,70.8,0.0
8,Muscle Beach,Justin Fields QB | KC ,,28 sec,150.2,0.0
9,Deer Valley Vandals,Corey Davis WR | ,,21 sec,89.2,12.7
10,Colorado Caribou,J.D. McKissic RB | ,,19 sec,106.5,15.0
11,South Valley Gators,Tyler Bass K | BUF ,,10 sec,135.0,126.0
12,Jew Breez,Commanders DST | WAS ,,11 sec,62.0,8.0
Round 12
Pick,Team,Player,Elig,Elapsed Time,Total Fpts,Active Fpts,
1,Jew Breez,Younghoe Koo K | NYJ,,37 sec,103.0,62.0
2,South Valley Gators,Emmanuel Sanders WR | ,,1 sec,123.4,41.1
3,Colorado Caribou,Matt Ryan QB | ,,8 sec,253.4,19.2
4,Deer Valley Vandals,Ravens DST | BAL ,,31 sec,66.0,14.0
5,Muscle Beach,Jared Cook TE | ,,4 sec,98.4,22.1
6,SaQUADs Barkley,Patriots DST | NE ,,4 sec,119.0,114.0
7,Espanola chile,Jameis Winston QB | NYG,,12 sec,130.0,0.0
8,K9-LB,Greg Zuerlein K | NYJ,,29 sec,134.0,65.0
9,Roswell Aliens,Bills DST | BUF ,,26 sec,107.0,102.0
10,Dewstruction,Zack Moss RB | CIN ,,22 sec,92.3,26.2
11,Shmickle the Pickle,Ben Roethlisberger QB | ,,60 sec,265.6,0.0
12,Santa Fe Southsiders,Dolphins DST | MIA ,,4 sec,109.0,21.0
Round 13
Pick,Team,Player,Elig,Elapsed Time,Total Fpts,Active Fpts,
1,Santa Fe Southsiders,Brandon McManus K | GB,,8 sec (3 min 50 sec),111.0,72.0
2,Shmickle the Pickle,Robbie Gould K | ,,21 sec (8 min 28 sec),108.0,20.0
3,Dewstruction,Jarvis Landry WR | ,,22 sec (4 min 18 sec),92.5,2.6
4,Roswell Aliens,Matt Prater K | BUF,,34 sec (8 min 29 sec),125.0,116.0
5,K9-LB,Browns DST | CLE ,,31 sec (10 min 3 sec),79.0,59.0
6,Espanola chile,Latavius Murray RB | ,,23 sec (4 min 42 sec),77.6,0.0
7,SaQUADs Barkley,Jason Myers K | SEA ,,9 sec (3 min 53 sec),87.0,15.0
8,Muscle Beach,Darrynton Evans RB | BUF,,3 sec (5 min 45 sec),2.8,0.0
9,Deer Valley Vandals,Mason Crosby K | ,,26 sec (9 min 8 sec),124.0,37.0
10,Colorado Caribou,Cardinals DST | ARI ,,12 sec (2 min 43 sec),89.0,8.0
11,South Valley Gators,Gerald Everett TE | CHI,,34 sec (6 min 55 sec),93.8,0.0
12,Jew Breez,AJ Dillon RB | CAR,,13 sec (6 min 13 sec),170.9,12.7
